id,E,N,lon,lat
R_3_28,825037.9654761931,477281.4560607399,-72.0719974514209,4.31237953150352
R_3_29,825037.9654761932,477330.5122537444,-72.0719957532172,4.312822749827541
R_3_30,825037.9654761846,477379.5684467488,-72.0719940548374,4.313265968145728
R_3_31,825037.9654761925,477428.6246397537,-72.0719923562813,4.31370918645809
R_3_32,825037.9654761928,477477.6808327577,-72.0719906575491,4.31415240476461
R_3_33,825037.9654761842,477526.7370257629,-72.0719889586408,4.31459562306531
R_3_34,825037.9654761904,477575.79321876756,-72.07198725955621,4.3150388413601695
R_3_35,825037.965476189,477624.8494117715,-72.0719855602955,4.315482059649192
R_3_36,825037.9654761911,477673.90560477594,-72.0719838608586,4.31592527793238
R_3_37,825037.9654761839,477722.9617977809,-72.0719821612456,4.31636849620974
R_3_38,825037.9654761916,477772.0179907854,-72.0719804614563,4.3168117144812586
R_3_39,825037.9654761925,477821.0741837898,-72.0719787614909,4.31725493274694
R_3_40,825037.9654761842,477870.1303767948,-72.0719770613494,4.317698151006791
R_3_41,825037.965476189,477919.18656979955,-72.07197536103162,4.318141369260801
R_3_42,825037.9654761886,477968.24276280403,-72.0719736605377,4.318584587508971
R_3_43,825037.9654761883,478017.29895580834,-72.0719719598676,4.3190278057513
R_3_44,825037.9654761911,478066.3551488126,-72.0719702590213,4.319471023987789
R_3_45,825037.9654761873,478115.411341817,-72.0719685579989,4.319914242218441
R_3_46,825037.9654761835,478164.4675348215,-72.0719668568003,4.32035746044325
R_3_47,825037.9654761839,478213.5237278259,-72.0719651554255,4.32080067866222
R_3_48,825037.9654761873,478262.57992083044,-72.0719634538745,4.321243896875349
R_3_49,825037.9654761807,478311.63611383573,-72.0719617521474,4.32168711508264
R_3_50,825037.9654761881,478360.6923068399,-72.071960050244,4.322130333284081
R_3_51,825037.9654761883,478409.74849984446,-72.0719583481645,4.322573551479678
R_3_52,825037.96547619,478458.8046928496,-72.0719566459088,4.323016769669438
R_3_53,825037.9654761928,478507.86088585405,-72.0719549434769,4.323459987853349
R_3_54,825037.9654761879,478556.9170788581,-72.0719532408689,4.32390320603141
R_3_55,825037.9654761844,478605.9732718626,-72.0719515380847,4.324346424203628
R_3_56,825037.9654761832,478655.02946486697,-72.0719498351243,4.32478964237
R_3_57,825037.9654761843,478704.0856578722,-72.0719481319877,4.32523286053053
R_3_58,825037.9654761862,478753.141850877,-72.0719464286749,4.32567607868521
R_3_59,825037.9654761918,478802.19804388145,-72.0719447251859,4.326119296834039
R_3_60,825037.9654761883,478851.25423688616,-72.0719430215208,4.326562514977021
R_3_61,825037.9654761855,478900.3104298906,-72.0719413176795,4.3270057331141505
R_3_62,825037.965476185,478949.3666228951,-72.071939613662,4.32744895124543
R_3_63,825037.9654761849,478998.42281589954,-72.0719379094683,4.32789216937086
R_3_64,825037.9654761881,479047.47900890437,-72.07193620509841,4.32833538749044
R_3_65,825037.9654761918,479096.53520190826,-72.0719345005523,4.328778605604161
R_3_66,825037.9654761876,479145.59139491344,-72.0719327958301,4.32922182371204
R_3_67,825037.9654761837,479194.64758791786,-72.0719310909317,4.32966504181406
R_3_68,825037.9654761916,479243.70378092164,-72.071929385857,4.3301082599102205
R_3_69,825037.9654761925,479292.75997392694,-72.0719276806062,4.330551478000541
R_3_70,825037.9654761922,479341.81616693083,-72.0719259751792,4.330994696084991
R_3_71,825037.9654761935,479390.8723599361,-72.071924269576,4.331437914163601
R_3_72,825037.9654761849,479439.9285529399,-72.0719225637967,4.33188113223634
R_3_73,825037.9654761878,479488.98474594444,-72.0719208578411,4.332324350303229
R_3_74,825037.9654761835,479538.0409389499,-72.0719191517094,4.33276756836427
R_3_75,825037.965476189,479587.0971319539,-72.0719174454014,4.33321078641944
R_3_76,825037.9654761846,479636.1533249579,-72.0719157389173,4.33365400446875
R_3_77,825037.9654761927,479685.2095179629,-72.0719140322569,4.33409722251221
R_3_78,825037.9654761907,479734.26571096765,-72.0719123254204,4.33454044054981
R_3_79,825037.9654761882,479783.32190397265,-72.0719106184077,4.3349836585815495
R_3_80,825037.9654761883,479832.3780969764,-72.0719089112188,4.335426876607419
R_3_81,825037.965476188,479881.43428998167,-72.0719072038537,4.335870094627441
R_3_82,825037.9654761887,479930.49048298586,-72.0719054963124,4.3363133126415905
R_3_83,825037.9654761901,479979.54667599045,-72.0719037885949,4.336756530649881
R_3_84,825037.9654761925,480028.6028689945,-72.0719020807012,4.337199748652301
R_3_85,825037.9654761928,480077.6590619999,-72.0719003726313,4.33764296664887
R_3_86,825037.9654761853,480126.7152550045,-72.0718986643853,4.338086184639569
R_3_87,825037.9654761885,480175.7714480088,-72.071896955963,4.3385294026244
R_3_88,825037.9654761922,480224.82764101354,-72.0718952473645,4.33897262060337
R_3_89,825037.9654761837,480273.883834018,-72.0718935385899,4.339415838576469
R_3_90,825037.965476187,480322.9400270221,-72.071891829639,4.339859056543701
R_3_91,825037.9654761921,480371.99622002704,-72.0718901205119,4.34030227450507
R_3_92,825037.9654761836,480421.0524130317,-72.0718884112087,4.34074549246057
R_3_93,825037.965476188,480470.10860603617,-72.0718867017292,4.341188710410198
R_3_94,825037.9654761914,480519.1647990406,-72.0718849920735,4.3416319283539595
R_3_95,825037.9654761849,480568.22099204507,-72.0718832822417,4.34207514629185
R_3_96,825037.9654761887,480617.27718504955,-72.0718815722336,4.34251836422387
R_3_97,825037.9654761909,480666.3333780541,-72.0718798620493,4.342961582150019
R_3_98,825037.965476182,480715.3895710589,-72.0718781516889,4.3434048000703
R_3_99,825037.9654761859,480764.44576406386,-72.0718764411522,4.34384801798471
R_3_100,825037.9654761881,480813.5019570683,-72.0718747304393,4.34429123589324
R_3_101,825037.9654761918,480862.5581500728,-72.0718730195502,4.3447344537959
R_3_102,825037.9654761923,480911.6143430767,-72.0718713084849,4.345177671692681
R_3_103,825037.9654761928,480960.67053608113,-72.0718695972434,4.345620889583591
R_3_104,825037.9654761829,481009.7267290861,-72.0718678858258,4.346064107468631
R_3_105,825037.9654761825,481058.78292209056,-72.0718661742319,4.346507325347791
R_3_106,825037.9654761917,481107.8391150949,-72.0718644624617,4.34695054322107
R_3_107,825037.965476192,481156.8953080997,-72.0718627505154,4.347393761088479
R_3_108,825037.9654761887,481205.9515011043,-72.0718610383929,4.34783697895001
R_3_109,825037.9654761851,481255.00769410876,-72.0718593260942,4.348280196805659
R_3_110,825037.9654761906,481304.0638871129,-72.07185761361922,4.348723414655429
R_3_111,825037.9654761854,481353.1200801182,-72.0718559009681,4.349166632499329
R_3_112,825037.9654761895,481402.1762731226,-72.0718541881407,4.349609850337341
R_3_113,825037.965476183,481451.2324661269,-72.0718524751372,4.35005306816947
R_3_114,825037.9654761839,481500.28865913145,-72.07185076195742,4.35049628599572
R_3_115,825037.965476187,481549.3448521359,-72.0718490486014,4.35093950381609
R_3_116,825037.9654761873,481598.40104514087,-72.0718473350692,4.35138272163058
R_3_117,825037.9654761853,481647.457238146,-72.0718456213608,4.35182593943919
R_3_118,825037.9654761823,481696.5134311494,-72.0718439074762,4.3522691572419
R_3_119,825037.965476188,481745.56962415425,-72.0718421934153,4.35271237503874
R_3_120,825037.9654761826,481794.62581715867,-72.0718404791783,4.353155592829691
R_3_121,825037.9654761859,481843.68201016367,-72.071838764765,4.353598810614761
R_3_122,825037.9654761879,481892.7382031681,-72.0718370501755,4.354042028393939
R_3_123,825037.9654761883,481941.7943961721,-72.0718353354098,4.354485246167228
R_3_124,825037.9654761874,481990.850589177,-72.0718336204679,4.354928463934639
R_3_125,825037.9654761851,482039.90678218164,-72.0718319053498,4.355371681696159
R_3_126,825037.9654761911,482088.9629751861,-72.0718301900554,4.355814899451789
R_3_127,825037.9654761828,482138.0191681904,-72.0718284745849,4.35625811720153
R_3_128,825037.9654761855,482187.0753611959,-72.0718267589381,4.35670133494539
R_3_129,825037.9654761865,482236.13155420014,-72.0718250431151,4.3571445526833505
R_3_130,825037.9654761858,482285.18774720456,-72.0718233271159,4.357587770415419
R_3_131,825037.9654761916,482334.24394020904,-72.0718216109404,4.358030988141601
R_3_132,825037.9654761858,482383.3001332137,-72.0718198945888,4.3584742058618895
R_3_133,825037.9654761893,482432.35632621875,-72.0718181780609,4.35891742357629
R_3_134,825037.9654761879,482481.4125192229,-72.0718164613568,4.35936064128479
R_3_135,825037.9654761872,482530.46871222736,-72.0718147444765,4.3598038589874
R_3_136,825037.9654761818,482579.5249052315,-72.07181302742,4.360247076684109
R_3_137,825037.9654761867,482628.58109823597,-72.0718113101872,4.360690294374929
R_3_138,825037.9654761895,482677.63729124103,-72.0718095927782,4.361133512059861
R_3_139,825037.9654761873,482726.6934842458,-72.071807875193,4.36157672973889
R_3_140,825037.9654761854,482775.7496772501,-72.0718061574316,4.36201994741202
R_3_141,825037.9654761882,482824.8058702541,-72.0718044394939,4.362463165079249
R_3_142,825037.9654761915,482873.862063259,-72.07180272138,4.362906382740589
R_3_143,825037.9654761908,482922.9182562638,-72.0718010030899,4.363349600396029
R_3_144,825037.9654761876,482971.9744492684,-72.0717992846236,4.363792818045571
R_3_145,825037.9654761915,483021.03064227285,-72.071797565981,4.364236035689211
R_3_146,825037.9654761815,483070.0868352775,-72.0717958471623,4.364679253326949
R_3_147,825037.9654761929,483119.1430282821,-72.0717941281672,4.36512247095879
R_3_148,825037.9654761872,483168.19922128704,-72.071792408996,4.36556568858473
R_3_149,825037.9654761914,483217.255414291,-72.0717906896485,4.366008906204761
R_3_150,825037.9654761914,483266.3116072953,-72.0717889701248,4.366452123818891
R_3_151,825037.9654761883,483315.3678002998,-72.0717872504249,4.366895341427121
R_3_152,825037.9654761837,483364.4239933047,-72.0717855305488,4.3673385590294505
R_3_153,825037.9654761844,483413.48018630914,-72.0717838104964,4.367781776625871
R_3_154,825037.965476192,483462.5363793141,-72.0717820902677,4.368224994216391
R_3_155,825037.9654761865,483511.59257231856,-72.0717803698629,4.368668211801
R_3_156,825037.9654761903,483560.6487653225,-72.0717786492818,4.3691114293797
R_3_157,825037.9654761881,483609.70495832746,-72.0717769285245,4.369554646952501
R_3_158,825037.9654761939,483658.76115133177,-72.0717752075909,4.36999786451939
R_3_159,825037.9654761849,483707.81734433724,-72.0717734864812,4.370441082080381
R_3_160,825037.9654761836,483756.87353734137,-72.0717717651952,4.370884299635451
R_3_161,825037.9654761888,483805.92973034526,-72.0717700437329,4.37132751718461
R_3_162,825037.9654761904,483854.98592335056,-72.0717683220944,4.37177073472787
R_3_163,825037.9654761883,483904.0421163544,-72.0717666002797,4.372213952265209
R_3_164,825037.9654761925,483953.0983093598,-72.07176487828872,4.37265716979665
R_3_165,825037.9654761943,484002.1545023638,-72.0717631561215,4.373100387322168
R_3_166,825037.9654761923,484051.2106953684,-72.0717614337781,4.37354360484178
R_3_167,825037.965476185,484100.2668883734,-72.0717597112585,4.373986822355479
R_3_168,825037.9654761837,484149.3230813773,-72.0717579885626,4.37443003986326
R_3_169,825037.9654761895,484198.37927438196,-72.0717562656904,4.374873257365129
R_3_170,825037.9654761916,484247.435467387,-72.071754542642,4.37531647486109
R_3_171,825037.9654761893,484296.4916603914,-72.0717528194174,4.375759692351129
R_3_172,825037.9654761928,484345.54785339563,-72.0717510960165,4.376202909835251
R_3_173,825037.9654761921,484394.6040464003,-72.07174937243941,4.3766461273134585
R_3_174,825037.9654761872,484443.6602394048,-72.07174764868611,4.377089344785751
R_3_175,825037.9654761893,484492.7164324098,-72.0717459247565,4.377532562252129
R_3_176,825037.9654761868,484541.7726254139,-72.0717442006507,4.37797577971258
R_3_177,825037.96547619,484590.8288184187,-72.0717424763686,4.3784189971671195
R_3_178,825037.9654761886,484639.8850114235,-72.0717407519103,4.37886221461574
R_3_179,825037.9654761925,484688.94120442827,-72.0717390272757,4.379305432058439
R_3_180,825037.9654761932,484737.99739743205,-72.0717373024649,4.379748649495211
R_3_181,825037.9654761879,484787.05359043716,-72.0717355774779,4.380191866926071
R_3_182,825037.9654761876,484836.1097834419,-72.07173385231461,4.380635084351009
R_3_183,825037.9654761826,484885.1659764463,-72.0717321269751,4.381078301770019
R_3_184,825037.9654761842,484934.2221694509,-72.0717304014593,4.38152151918311
R_3_185,825037.9654761809,484983.27836245473,-72.0717286757673,4.381964736590269
R_3_186,825037.9654761838,485032.33455546014,-72.071726949899,4.38240795399152
R_3_187,825037.9654761916,485081.390748464,-72.0717252238544,4.38285117138683
R_3_188,825037.9654761844,485130.4469414693,-72.0717234976337,4.383294388776228
R_3_189,825037.9654761932,485179.50313447334,-72.0717217712366,4.38373760615969
R_3_190,825037.9654761844,485228.55932747794,-72.0717200446634,4.38418082353723
R_3_191,825037.9654761914,485277.61552048207,-72.07171831791382,4.38462404090884
R_3_192,825037.9654761845,485326.6717134872,-72.0717165909881,4.385067258274531
R_3_193,825037.9654761823,485375.727906492,-72.0717148638861,4.38551047563429
R_3_194,825037.9654761844,485424.78409949574,-72.0717131366078,4.385953692988111
R_3_195,825037.9654761925,485473.8402925003,-72.0717114091532,4.386396910336009
R_3_196,825037.9654761823,485522.8964855052,-72.0717096815225,4.3868401276779805
R_3_197,825037.9654761904,485571.95267851,-72.0717079537154,4.38728334501402
R_3_198,825037.9654761918,485621.00887151476,-72.0717062257321,4.38772656234413
R_3_199,825037.9654761886,485670.0650645189,-72.0717044975726,4.388169779668301
R_3_200,825037.9654761883,485719.121257523,-72.0717027692368,4.388612996986539
R_3_201,825037.965476182,485768.1774505277,-72.0717010407248,4.389056214298851
R_3_202,825037.9654761927,485817.23364353256,-72.0716993120364,4.38949943160523
R_3_203,825037.965476186,485866.28983653703,-72.0716975831719,4.38994264890567
R_3_204,825037.9654761846,485915.346029542,-72.0716958541311,4.390385866200181
R_3_205,825037.9654761855,485964.4022225463,-72.071694124914,4.39082908348875
R_3_206,825037.9654761933,486013.45841555134,-72.0716923955206,4.39127230077139
R_3_207,825037.9654761836,486062.514608556,-72.0716906659511,4.39171551804809
R_3_208,825037.9654761888,486111.5708015603,-72.0716889362052,4.39215873531885
R_3_209,825037.9654761879,486160.6269945644,-72.0716872062831,4.39260195258367
R_3_210,825037.9654761916,486209.68318756955,-72.0716854761847,4.39304516984256
R_3_211,825037.9654761893,486258.73938057333,-72.0716837459101,4.3934883870955
R_3_212,825037.9654761888,486307.79557357816,-72.0716820154592,4.39393160434251
R_3_213,825037.9654761832,486356.8517665831,-72.0716802848321,4.394374821583579
R_3_214,825037.9654761826,486405.9079595869,-72.0716785540287,4.394818038818698
R_3_215,825037.9654761851,486454.9641525921,-72.071676823049,4.39526125604789
R_3_216,825037.9654761923,486504.02034559625,-72.071675091893,4.39570447327113
R_3_217,825037.9654761928,486553.07653860084,-72.0716733605608,4.39614769048843
R_3_218,825037.9654761835,486602.13273160567,-72.0716716290524,4.396590907699791
R_3_219,825037.9654761916,486651.18892460974,-72.0716698973676,4.3970341249052
R_3_220,825037.9654761927,486700.2451176145,-72.0716681655066,4.397477342104671
R_3_221,825037.9654761853,486749.3013106195,-72.0716664334694,4.397920559298201
R_3_222,825037.9654761837,486798.3575036232,-72.0716647012559,4.398363776485769
R_3_223,825037.9654761851,486847.4136966286,-72.0716629688661,4.39880699366741
R_3_224,825037.9654761876,486896.46988963254,-72.0716612363,4.399250210843091
R_3_225,825037.9654761859,486945.526082637,-72.0716595035577,4.39969342801283
R_3_226,825037.9654761854,486994.5822756418,-72.0716577706391,4.400136645176621
R_3_227,825037.9654761903,487043.6384686471,-72.0716560375442,4.400579862334469
R_3_228,825037.9654761865,487092.6946616512,-72.0716543042731,4.40102307948636
R_3_229,825037.9654761865,487141.7508546555,-72.0716525708257,4.401466296632299
R_3_230,825037.9654761904,487190.8070476608,-72.071650837202,4.4019095137723
R_3_231,825037.9654761853,487239.8632406651,-72.0716491034021,4.40235273090634
R_3_232,825037.9654761825,487288.9194336695,-72.07164736942592,4.402795948034431
R_3_233,825037.9654761849,487337.9756266742,-72.07164563527341,4.40323916515657
R_3_234,825037.9654761908,487387.0318196782,-72.0716439009446,4.403682382272751
R_3_235,825037.965476186,487436.0880126834,-72.0716421664396,4.40412559938299
R_3_236,825037.9654761876,487485.14420568815,-72.0716404317583,4.40456881648727
R_3_237,825037.9654761886,487534.2003986921,-72.0716386969007,4.405012033585589
R_3_238,825037.9654761842,487583.25659169676,-72.0716369618669,4.405455250677958
R_3_239,825037.9654761932,487632.3127847009,-72.0716352266567,4.405898467764369
R_3_240,825037.9654761913,487681.36897770566,-72.0716334912703,4.406341684844828
R_3_241,825037.9654761839,487730.42517071025,-72.0716317557077,4.406784901919331
R_3_242,825037.9654761897,487779.4813637144,-72.0716300199687,4.40722811898787
R_3_243,825037.965476186,487828.5375567196,-72.0716282840535,4.40767133605046
R_3_244,825037.9654761852,487877.5937497243,-72.071626547962,4.408114553107088
R_3_245,825037.9654761861,487926.6499427281,-72.0716248116942,4.408557770157749
R_3_246,825037.9654761911,487975.70613573305,-72.0716230752501,4.40900098720246
R_3_247,825037.9654761879,488024.762328738,-72.0716213386298,4.409444204241211
R_3_248,825037.9654761844,488073.8185217417,-72.0716196018332,4.409887421273989
R_3_249,825037.9654761853,488122.8747147469,-72.0716178648603,4.410330638300819
R_3_250,825037.9654761873,488171.9309077512,-72.0716161277111,4.410773855321678
R_3_251,825037.9654761907,488220.9871007559,-72.0716143903856,4.41121707233658
R_3_252,825037.9654761865,488270.0432937609,-72.0716126528839,4.41166028934552
R_3_253,825037.9654761851,488319.0994867652,-72.0716109152059,4.41210350634849
R_3_254,825037.965476183,488368.15567977,-72.0716091773516,4.4125467233455
R_3_255,825037.9654761851,488417.21187277423,-72.071607439321,4.412989940336541
R_3_256,825037.9654761879,488466.26806577935,-72.0716057011141,4.41343315732162
R_3_257,825037.9654761916,488515.32425878383,-72.0716039627309,4.41387637430073
R_3_258,825037.9654761876,488564.38045178796,-72.0716022241715,4.41431959127387
R_3_259,825037.965476186,488613.43664479203,-72.0716004854358,4.41476280824104
R_3_260,825037.9654761835,488662.4928377967,-72.0715987465238,4.4152060252022505
R_3_261,825037.9654761844,488711.5490308015,-72.0715970074355,4.41564924215749
R_3_262,825037.9654761859,488760.605223806,-72.0715952681709,4.416092459106758
R_3_263,825037.9654761881,488809.66141681076,-72.07159352873,4.416535676050059
R_3_264,825037.965476182,488858.71760981553,-72.0715917891129,4.416978892987391
R_3_265,825037.9654761893,488907.77380281914,-72.0715900493194,4.41742210991874
R_3_266,825037.9654761842,488956.82999582426,-72.0715883093497,4.41786532684413
R_3_267,825037.965476182,489005.8861888283,-72.0715865692037,4.41830854376354
R_3_268,825037.9654761917,489054.94238183403,-72.0715848288813,4.418751760676991
R_3_269,825037.9654761916,489103.99857483775,-72.0715830883827,4.419194977584451
R_3_270,825037.9654761914,489153.05476784206,-72.0715813477078,4.41963819448594
R_3_271,825037.9654761816,489202.1109608467,-72.0715796068567,4.420081411381458
R_3_272,825037.9654761844,489251.167153852,-72.0715778658292,4.420524628271011
R_3_273,825037.9654761886,489300.2233468559,-72.0715761246254,4.42096784515457
R_3_274,825037.9654761911,489349.27953986026,-72.0715743832453,4.421411062032159
R_3_275,825037.9654761852,489398.3357328657,-72.071572641689,4.42185427890378
R_3_276,825037.9654761918,489447.3919258695,-72.0715708999563,4.422297495769409
R_3_277,825037.9654761866,489496.4481188744,-72.0715691580474,4.42274071262907
R_3_278,825037.9654761811,489545.50431187917,-72.0715674159622,4.42318392948275
R_3_279,825037.9654761896,489594.5605048837,-72.0715656737006,4.423627146330448
R_3_280,825037.9654761861,489643.6166978885,-72.0715639312628,4.424070363172169
R_3_281,825037.9654761837,489692.6728908922,-72.0715621886487,4.4245135800079
R_3_282,825037.9654761918,489741.729083897,-72.0715604458582,4.42495679683766
R_3_283,825037.9654761909,489790.78527690214,-72.0715587028915,4.425400013661441
R_3_284,825037.9654761865,489839.84146990645,-72.0715569597485,4.425843230479231
R_3_285,825037.9654761858,489888.8976629109,-72.0715552164292,4.426286447291039
R_3_286,825037.9654761839,489937.953855915,-72.0715534729336,4.426729664096861
R_3_287,825037.9654761928,489987.01004892046,-72.0715517292616,4.42717288089671
R_3_288,825037.9654761921,490036.0662419242,-72.0715499854134,4.42761609769056
R_3_289,825037.9654761907,490085.1224349287,-72.0715482413889,4.428059314478431
R_3_290,825037.965476188,490134.17862793367,-72.0715464971881,4.428502531260319
R_3_291,825037.965476187,490183.23482093855,-72.071544752811,4.428945748036222
R_3_292,825037.965476182,490232.29101394274,-72.0715430082576,4.4293889648061295
R_3_293,825037.9654761916,490281.34720694687,-72.0715412635278,4.429832181570048
R_3_294,825037.9654761886,490330.40339995216,-72.0715395186218,4.43027539832799
R_3_295,825037.9654761855,490379.45959295594,-72.0715377735395,4.43071861507993
R_4_0,825332.5933016837,475907.88265661226,-72.0693932521703,4.29995920299482
R_4_1,825332.5933016781,475956.93884961656,-72.069391557371,4.300402420425351
R_4_2,825332.5933016828,476005.9950426215,-72.0693898623953,4.30084563785007
R_4_3,825332.5933016853,476055.0512356258,-72.0693881672433,4.30128885526897
R_4_4,825332.5933016866,476104.10742863093,-72.069386471915,4.30173207268206
R_4_5,825332.5933016855,476153.1636216347,-72.0693847764104,4.302175290089321
R_4_6,825332.5933016846,476202.21981463936,-72.0693830807295,4.302618507490771
R_4_7,825332.5933016813,476251.27600764384,-72.0693813848723,4.303061724886399
R_4_8,825332.5933016865,476300.3322006482,-72.06937968883871,4.303504942276209
R_4_9,825332.593301679,476349.3883936535,-72.0693779926289,4.303948159660209
R_4_10,825332.5933016816,476398.444586658,-72.0693762962427,4.30439137703838
R_4_11,825332.5933016813,476447.50077966246,-72.0693745996802,4.30483459441073
R_4_12,825332.5933016795,476496.5569726671,-72.0693729029414,4.305277811777258
R_4_13,825332.5933016861,476545.613165672,-72.0693712060262,4.30572102913797
R_4_14,825332.5933016812,476594.6693586761,-72.0693695089348,4.30616424649285
R_4_15,825332.5933016846,476643.7255516804,-72.069367811667,4.30660746384191
R_4_16,825332.5933016848,476692.78174468555,-72.0693661142229,4.307050681185151
R_4_17,825332.5933016834,476741.8379376897,-72.0693644166025,4.3074938985225595
R_4_18,825332.5933016785,476790.8941306945,-72.0693627188058,4.307937115854149
R_4_19,825332.5933016848,476839.95032369887,-72.0693610208327,4.308380333179909
R_4_20,825332.5933016874,476889.00651670387,-72.0693593226833,4.30882355049985
R_4_21,825332.5933016869,476938.0627097075,-72.06935762435761,4.309266767813949
R_4_22,825332.5933016844,476987.11890271294,-72.0693559258556,4.3097099851222405
R_4_23,825332.5933016795,477036.17509571725,-72.0693542271773,4.310153202424691
R_4_24,825332.5933016825,477085.2312887214,-72.0693525283226,4.31059641972131
R_4_25,825332.5933016848,477134.2874817263,-72.0693508292916,4.31103963701211
R_4_26,825332.5933016804,477183.3436747304,-72.0693491300843,4.31148285429707
R_4_27,825332.5933016866,477232.3998677355,-72.0693474307006,4.311926071576211
R_4_28,825332.5933016791,477281.4560607395,-72.06934573114071,4.312369288849509
R_4_29,825332.5933016804,477330.51225374494,-72.0693440314044,4.31281250611699
R_4_30,825332.5933016778,477379.56844674837,-72.0693423314918,4.31325572337862
R_4_31,825332.5933016839,477428.62463975337,-72.0693406314028,4.31369894063443
R_4_32,825332.5933016862,477477.68083275744,-72.0693389311375,4.3141421578844
R_4_33,825332.5933016858,477526.7370257621,-72.0693372306959,4.31458537512854
R_4_34,825332.5933016797,477575.79321876704,-72.069335530078,4.31502859236685
R_4_35,825332.5933016837,477624.84941177163,-72.0693338292837,4.31547180959932
R_4_36,825332.5933016848,477673.9056047758,-72.0693321283131,4.31591502682595
R_4_37,825332.593301683,477722.9617977807,-72.0693304271662,4.31635824404675
R_4_38,825332.5933016881,477772.01799078507,-72.0693287258429,4.31680146126171
R_4_39,825332.5933016777,477821.0741837905,-72.0693270243434,4.317244678470841
R_4_40,825332.5933016867,477870.1303767947,-72.0693253226674,4.31768789567412
R_4_41,825332.5933016816,477919.18656979955,-72.0693236208152,4.318131112871571
R_4_42,825332.5933016828,477968.24276280333,-72.0693219187866,4.31857433006317
R_4_43,825332.5933016796,478017.29895580834,-72.0693202165817,4.31901754724894
R_4_44,825332.5933016844,478066.35514881223,-72.0693185142004,4.31946076442886
R_4_45,825332.5933016858,478115.41134181723,-72.0693168116428,4.319903981602949
R_4_46,825332.5933016853,478164.46753482136,-72.0693151089089,4.320347198771188
R_4_47,825332.5933016785,478213.5237278261,-72.0693134059987,4.320790415933591
R_4_48,825332.5933016781,478262.5799208309,-72.0693117029121,4.32123363309015
R_4_49,825332.5933016869,478311.636113835,-72.0693099996491,4.32167685024086
R_4_50,825332.5933016795,478360.69230683945,-72.0693082962099,4.322120067385729
R_4_51,825332.5933016781,478409.7484998446,-72.0693065925943,4.32256328452476
R_4_52,825332.5933016858,478458.8046928492,-72.0693048888023,4.323006501657941
R_4_53,825332.5933016868,478507.86088585336,-72.069303184834,4.323449718785269
R_4_54,825332.5933016841,478556.91707885824,-72.0693014806894,4.323892935906761
R_4_55,825332.593301679,478605.9732718627,-72.0692997763685,4.324336153022401
R_4_56,825332.5933016782,478655.029464867,-72.0692980718712,4.32477937013219
R_4_57,825332.5933016861,478704.0856578723,-72.0692963671975,4.32522258723614
R_4_58,825332.5933016873,478753.1418508763,-72.0692946623475,4.32566580433423
R_4_59,825332.5933016858,478802.1980438812,-72.0692929573212,4.32610902142648
R_4_60,825332.5933016771,478851.2542368853,-72.0692912521186,4.326552238512869
R_4_61,825332.5933016883,478900.31042989047,-72.0692895467395,4.32699545559342
R_4_62,825332.5933016813,478949.3666228946,-72.0692878411842,4.327438672668111
R_4_63,825332.5933016824,478998.422815899,-72.0692861354525,4.327881889736951
R_4_64,825332.5933016792,479047.47900890367,-72.0692844295445,4.328325106799939
R_4_65,825332.59330168,479096.53520190873,-72.0692827234601,4.328768323857081
R_4_66,825332.593301689,479145.5913949129,-72.0692810171993,4.329211540908358
R_4_67,825332.5933016808,479194.6475879177,-72.0692793107623,4.32965475795379
R_4_68,825332.5933016792,479243.7037809221,-72.0692776041489,4.330097974993359
R_4_69,825332.5933016813,479292.75997392694,-72.0692758973591,4.330541192027081
R_4_70,825332.5933016802,479341.8161669314,-72.069274190393,4.330984409054939
R_4_71,825332.5933016844,479390.87235993537,-72.0692724832505,4.331427626076939
R_4_72,825332.5933016834,479439.92855294026,-72.0692707759317,4.331870843093089
R_4_73,825332.5933016777,479488.98474594485,-72.0692690684366,4.33231406010338
R_4_74,825332.5933016769,479538.0409389493,-72.0692673607651,4.33275727710781
R_4_75,825332.5933016823,479587.0971319537,-72.0692656529172,4.33320049410638
R_4_76,825332.5933016813,479636.15332495805,-72.069263944893,4.33364371109909
R_4_77,825332.5933016865,479685.2095179635,-72.0692622366924,4.33408692808595
R_4_78,825332.5933016851,479734.2657109679,-72.0692605283155,4.33453014506694
R_4_79,825332.5933016783,479783.3219039725,-72.0692588197623,4.33497336204207
R_4_80,825332.5933016875,479832.37809697626,-72.0692571110326,4.33541657901133
R_4_81,825332.59330168,479881.4342899813,-72.0692554021267,4.33585979597474
R_4_82,825332.5933016785,479930.4904829856,-72.0692536930444,4.336303012932279
R_4_83,825332.5933016799,479979.54667599045,-72.06925198378572,4.3367462298839605
R_4_84,825332.5933016787,480028.6028689947,-72.0692502743507,4.33718944682977
R_4_85,825332.5933016803,480077.65906199947,-72.0692485647393,4.33763266376972
R_4_86,825332.5933016875,480126.7152550036,-72.0692468549515,4.338075880703799
R_4_87,825332.5933016764,480175.77144800854,-72.0692451449875,4.338519097632019
R_4_88,825332.5933016837,480224.8276410132,-72.069243434847,4.33896231455437
R_4_89,825332.5933016823,480273.8838340175,-72.0692417245302,4.33940553147085
R_4_90,825332.5933016861,480322.9400270228,-72.069240014037,4.3398487483814705
R_4_91,825332.5933016841,480371.99622002675,-72.0692383033675,4.34029196528621
